,id_cmd,id_nett,id_utilisateur,type,note,avis,statut,date,heure,frais,type_nettoyage,type_canapé,type_matelas,niveau_salete,ville,nettoyage_externe,nettoyage_interne,mois
839,54083,836026,407516,auto,2,"Absolument ravi du résultat, ma voiture n'a jamais été aussi propre et brillante.",terminée,2023-02-17,9:54,75,sec,Aucun,Aucun,moyen,Saint-Avold,FALSE,TRUE,2023-02
1004,94455,67747,402400,auto,2,N/A,terminée,2023-08-14,9:53,55,sec,Aucun,Aucun,léger,Saint-Avold,TRUE,FALSE,2023-08
1005,16757,831886,546514,auto,2,N/A,terminée,2023-09-11,20:42,75,à l'eau,Aucun,Aucun,élevé,Aurillac,TRUE,FALSE,2023-09
1006,86490,70861,518652,auto,2,N/A,terminée,2023-10-01,15:23,95,à l'eau,Aucun,Aucun,élevé,Prades,TRUE,TRUE,2023-10
1007,11928,237937,170068,auto,2,N/A,terminée,2023-03-07,1:52,65,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-03
1008,20771,539844,644900,auto,2,N/A,terminée,2023-09-09,3:48,75,à l'eau,Aucun,Aucun,moyen,Lorient,FALSE,TRUE,2023-09
1009,70593,651167,652537,auto,2,N/A,terminée,2023-08-05,6:10,95,sec,Aucun,Aucun,élevé,Saint-Avold,TRUE,TRUE,2023-08
1010,61038,281218,793494,auto,2,N/A,terminée,2023-11-01,6:48,75,sec,Aucun,Aucun,léger,Saint-Avold,TRUE,TRUE,2023-11
1011,94161,62862,944203,auto,2,N/A,terminée,2023-04-26,0:38,65,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-04
0,47154,398472,103850,matelas,1,une mauvaise expérience,terminée,2023-06-11,23:01,30,sec,Aucun,petit,léger,Riom,FALSE,FALSE,2023-06
2,16713,549823,572754,matelas,1,pas satisfait du tout,terminée,2023-12-16,7:06,60,à l'eau,Aucun,grand,léger,Saint-Avold,FALSE,FALSE,2023-12
20,37717,748834,431606,matelas,1,Médiocre,terminée,2023-01-04,5:51,30,sec,Aucun,petit,léger,Saint-Avold,FALSE,FALSE,2023-01
22,79962,514459,590749,matelas,1,manque de professionnalisme,terminée,2023-06-02,21:11,60,sec,Aucun,grand,élevé,Prades,FALSE,FALSE,2023-06
23,57319,281218,769274,matelas,1,"Malheureusement, le service de nettoyage n'a pas réussi à éliminer les odeurs désagréables du matelas.",terminée,2023-03-14,1:42,50,sec,Aucun,moyen,élevé,13001 Marseille,FALSE,FALSE,2023-03
26,59037,591563,548895,matelas,1,"Malheureusement, le nettoyage n'a pas réussi à enlever les taches d'huile du matelas, ce qui est décevant.",terminée,2023-08-09,5:26,30,sec,Aucun,petit,léger,Saint-Avertin,FALSE,FALSE,2023-08
27,41576,102579,168799,matelas,1,"Malheureusement, le matelas est toujours taché après le nettoyage. Le service n'a pas été efficace.",terminée,2023-04-13,23:21,45,à l'eau,Aucun,petit,moyen,Port-Saint-Louis-du-Rhône,FALSE,FALSE,2023-04
28,83027,96830,147181,matelas,1,"Malgré le service de nettoyage, le matelas n'a pas retrouvé sa fraîcheur et sa propreté d'origine.",terminée,2023-11-14,13:30,45,à l'eau,Aucun,petit,moyen,Saint-Avold,FALSE,FALSE,2023-11
29,57030,836026,779153,matelas,1,"Malgré le service de nettoyage, le matelas n'a pas retrouvé sa douceur d'origine.",terminée,2023-10-20,23:01,50,à l'eau,Aucun,moyen,léger,Saint-Avold,FALSE,FALSE,2023-10
31,90027,852567,395750,matelas,1,"Malgré le nettoyage, le matelas conserve une sensation de saleté et n'est pas agréable au toucher.",terminée,2023-06-13,17:15,50,à l'eau,Aucun,petit,élevé,Saint-Avold,FALSE,FALSE,2023-06
32,94408,418578,103970,matelas,1,Les taches persistantes sur mon matelas n'ont pas été traitées,terminée,2023-11-29,15:11,45,sec,Aucun,moyen,moyen,Toulon,FALSE,FALSE,2023-11
34,98280,809513,395750,matelas,1,Le service de nettoyage n'a pas respecté les délais convenus,terminée,2023-04-26,16:57,70,à l'eau,Aucun,grand,élevé,Saint-Avold,FALSE,FALSE,2023-04
35,38725,288977,509853,matelas,1,"Le service de nettoyage n'a pas été en mesure d'éliminer les taches d'encre du matelas, ce qui est décevant.",terminée,2023-10-15,13:59,50,à l'eau,Aucun,moyen,léger,Saint-Avold,FALSE,FALSE,2023-10
44,63013,836026,733714,matelas,1,"Le nettoyage n'a pas réussi à éliminer les taches de café du matelas, ce qui est décevant.",terminée,2023-03-20,23:16,50,sec,Aucun,grand,léger,67000 Strasbourg,FALSE,FALSE,2023-03
45,50142,281218,754042,matelas,1,"Le nettoyage n'a pas réussi à éliminer les odeurs persistantes du matelas, ce qui est décevant.",terminée,2023-10-26,10:49,40,sec,Aucun,moyen,léger,Châteauroux,FALSE,FALSE,2023-10
46,92780,555353,196418,matelas,1,"Le nettoyage n'a pas réussi à éliminer les marques d'usure du matelas, ce qui est décevant.",terminée,2023-01-29,0:59,55,sec,Aucun,grand,moyen,Saint-Avold,FALSE,FALSE,2023-01
47,67681,739346,872407,matelas,1,Le nettoyage n'a pas réussi à éliminer complètement les taches tenaces présentes sur le matelas.,terminée,2023-04-16,22:55,50,à l'eau,Aucun,petit,élevé,Lorient,FALSE,FALSE,2023-04
48,12602,978670,426947,matelas,1,"Le nettoyage n'a pas réussi à éliminer complètement les taches de vin du matelas, ce qui est décevant.",terminée,2023-01-26,15:42,55,à l'eau,Aucun,moyen,moyen,Saint-Avold,FALSE,FALSE,2023-01
50,99289,21533,805924,matelas,1,"Le nettoyage n'a pas réussi à éliminer complètement les taches d'urine du matelas, ce qui est décevant.",terminée,2023-03-02,20:27,40,sec,Aucun,moyen,léger,Saint-Avold,FALSE,FALSE,2023-03
51,16481,418578,780637,matelas,1,Le nettoyage n'a pas été efficace pour enlever les acariens du matelas.,terminée,2023-12-20,21:04,50,sec,Aucun,grand,léger,Saint-Avold,FALSE,FALSE,2023-12
52,53044,132177,445115,matelas,1,Le nettoyage n'a pas été effectué en profondeur,terminée,2023-09-18,15:55,40,à l'eau,Aucun,petit,léger,La Seyne-sur-Mer,FALSE,FALSE,2023-09
53,72658,341893,589436,matelas,1,"Le nettoyage du matelas n'a pas réussi à éliminer les allergènes, ce qui est décevant.",terminée,2023-08-16,0:11,50,sec,Aucun,grand,léger,13001 Marseille,FALSE,FALSE,2023-08
54,32546,883566,871612,matelas,1,Le nettoyage du matelas n'a pas donné les résultats escomptés. Des taches persistent.,terminée,2023-12-15,12:19,70,à l'eau,Aucun,grand,élevé,Saint-Avold,FALSE,FALSE,2023-12
69,47468,331284,931855,matelas,1,Le matelas n'a pas retrouvé sa fermeté d'origine malgré le nettoyage effectué.,terminée,2023-05-18,13:38,40,sec,Aucun,petit,élevé,Saint-Avold,FALSE,FALSE,2023-05
71,60217,67747,484048,matelas,1,Le matelas conserve une légère odeur désagréable même après le nettoyage.,terminée,2023-02-14,5:16,60,sec,Aucun,grand,élevé,Saint-Avold,FALSE,FALSE,2023-02
83,91025,385598,353624,matelas,1,Je suis déçu du service de nettoyage. Le matelas n'est pas aussi propre que je l'espérais.,terminée,2023-12-16,22:31,70,à l'eau,Aucun,grand,élevé,54000 Nancy,FALSE,FALSE,2023-12
84,48824,522812,805917,matelas,1,Je suis déçu du service de nettoyage. Le matelas n'est pas aussi frais qu'espéré.,terminée,2023-03-30,11:07,55,sec,Aucun,grand,moyen,Saint-Avold,FALSE,FALSE,2023-03
86,40882,863961,954833,matelas,1,Je suis déçu du résultat du nettoyage du matelas. Il reste encore des résidus visibles.,terminée,2023-05-21,8:47,50,à l'eau,Aucun,petit,élevé,Saint-Avold,FALSE,FALSE,2023-05
87,74470,946842,669141,matelas,1,Je suis déçu,terminée,2023-12-22,21:24,40,sec,Aucun,petit,élevé,Saint-Avold,FALSE,FALSE,2023-12
95,48230,836026,153395,matelas,1,Je ne suis pas satisfait du résultat du nettoyage du matelas. Il reste des zones mal nettoyées.,terminée,2023-09-21,7:18,40,à l'eau,Aucun,petit,léger,Saint-Avold,FALSE,FALSE,2023-09
97,69122,522812,696891,matelas,1,Je ne suis pas satisfait du résultat du nettoyage du matelas. Il reste des marques visibles.,terminée,2023-03-14,18:28,60,sec,Aucun,grand,élevé,Pierrelatte,FALSE,FALSE,2023-03
98,76230,211817,273021,matelas,1,Je ne suis pas satisfait du nettoyage effectué sur le matelas. Il reste des traces visibles.,terminée,2023-02-06,12:17,60,à l'eau,Aucun,grand,léger,Saint-Avold,FALSE,FALSE,2023-02
99,93411,476819,126089,matelas,1,Je ne recommande pas le service de nettoyage pour les matelas. Les résultats sont insatisfaisants.,terminée,2023-08-23,14:38,30,sec,Aucun,petit,léger,54000 Nancy,FALSE,FALSE,2023-08
101,25731,591563,974460,matelas,1,Je ne recommande pas le service de nettoyage pour les matelas. Les résultats ne sont pas satisfaisants.,terminée,2023-06-27,8:04,50,à l'eau,Aucun,moyen,léger,Saint-Avold,FALSE,FALSE,2023-06
102,92289,640435,925881,matelas,1,Je ne recommande pas le service de nettoyage pour les matelas. Les résultats ne sont pas à la hauteur.,terminée,2023-04-18,17:18,50,à l'eau,Aucun,moyen,léger,Saint-Avold,FALSE,FALSE,2023-04
110,62894,494684,648979,matelas,1,J'ai remarqué des résidus de produits,terminée,2023-10-19,11:50,40,à l'eau,Aucun,petit,léger,Saint-Avold,FALSE,FALSE,2023-10
113,71686,79823,180438,matelas,1,endommagé mon matelas,terminée,2023-12-11,22:31,45,à l'eau,Aucun,petit,moyen,Lisieux,FALSE,FALSE,2023-12
114,39466,281218,60821,matelas,1,toujours sale,terminée,2023-08-21,23:52,50,sec,Aucun,moyen,élevé,Avignon,FALSE,FALSE,2023-08
243,71904,739346,644900,matelas,1,N/A,terminée,2023-09-12,18:02,60,à l'eau,Aucun,moyen,élevé,Saint-Avold,FALSE,FALSE,2023-09
244,72600,70861,212794,matelas,1,N/A,terminée,2023-08-09,6:38,30,sec,Aucun,petit,léger,Saint-Avold,FALSE,FALSE,2023-08
245,72979,818091,394879,matelas,1,N/A,terminée,2023-02-23,21:21,70,à l'eau,Aucun,grand,élevé,Charleville-Mézières,FALSE,FALSE,2023-02
246,12144,852567,193079,matelas,1,N/A,terminée,2023-07-08,22:38,45,sec,Aucun,moyen,moyen,Saint-Avold,FALSE,FALSE,2023-07
247,17119,946842,168169,matelas,1,N/A,terminée,2023-06-21,8:35,30,sec,Aucun,petit,léger,Rixheim,FALSE,FALSE,2023-06
248,91786,967042,818496,matelas,1,N/A,terminée,2023-06-30,20:25,45,à l'eau,Aucun,petit,moyen,Saint-Avold,FALSE,FALSE,2023-06
249,84393,748834,942545,matelas,1,N/A,terminée,2023-10-12,8:02,50,à l'eau,Aucun,moyen,léger,Saint-Avold,FALSE,FALSE,2023-10
250,99813,96830,518680,matelas,1,N/A,terminée,2023-12-07,23:24,40,à l'eau,Aucun,petit,léger,Saint-Avold,FALSE,FALSE,2023-12
251,84764,96830,642448,matelas,1,N/A,terminée,2023-08-16,2:57,55,sec,Aucun,grand,moyen,Port-Saint-Louis-du-Rhône,FALSE,FALSE,2023-08
252,76830,708501,664515,matelas,1,N/A,terminée,2023-04-01,15:08,60,à l'eau,Aucun,moyen,élevé,Saint-Avold,FALSE,FALSE,2023-04
253,64580,80996,6652,matelas,1,N/A,terminée,2023-04-20,22:03,40,à l'eau,Aucun,petit,léger,Blois,FALSE,FALSE,2023-04
254,58793,607664,95550,matelas,1,N/A,terminée,2023-09-22,13:33,40,à l'eau,Aucun,petit,léger,Saint-Avold,FALSE,FALSE,2023-09
255,81245,917301,846485,matelas,1,N/A,terminée,2023-02-15,14:10,50,à l'eau,Aucun,petit,élevé,Saint-Avold,FALSE,FALSE,2023-02
256,91288,358687,527850,matelas,1,N/A,terminée,2023-04-29,21:23,65,à l'eau,Aucun,grand,moyen,Pau,FALSE,FALSE,2023-04
257,17959,640435,63894,matelas,1,N/A,terminée,2023-08-25,21:00,50,à l'eau,Aucun,petit,élevé,Périgueux,FALSE,FALSE,2023-08
258,78904,591563,917095,matelas,1,N/A,terminée,2023-02-05,8:32,70,à l'eau,Aucun,grand,élevé,La Baule-Escoublac,FALSE,FALSE,2023-02
311,16711,892155,227092,canapé,1,service éviter,terminée,2023-09-19,21:20,55,à l'eau,moyen,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-09
312,36847,398472,906529,canapé,1,Service à éviter.,terminée,2023-11-30,0:32,60,à l'eau,moyen,Aucun,élevé,Strasbourg,FALSE,FALSE,2023-11
314,76350,195630,378216,canapé,1,rendez-vous annulé trois fois service inexistant,terminée,2023-10-27,6:14,50,à l'eau,moyen,Aucun,léger,Saint-Avold,FALSE,FALSE,2023-10
317,46640,522812,417518,canapé,1,nettoyeurs désagréables incompétents,terminée,2023-03-09,22:23,35,sec,petit,Aucun,moyen,54000 Nancy,FALSE,FALSE,2023-03
333,45592,96830,865298,canapé,1,"Les nettoyeurs sont arrivés en retard et ont commencé à travailler sans même se présenter. Ils n'ont pas utilisé les produits de nettoyage appropriés, et le canapé est encore plus sale qu'avant. Je suis très en colère et je vais demander un remboursement.",terminée,2023-12-01,0:16,55,sec,grand,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-12
334,34906,96830,347853,canapé,1,Les nettoyeurs ont déchiré un coussin du canapé.,terminée,2023-10-14,16:46,60,à l'eau,moyen,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-10
335,59794,468203,619272,canapé,1,Les nettoyeurs ont abîmé le revêtement du canapé.,terminée,2023-10-30,0:58,60,à l'eau,grand,Aucun,léger,75009 Paris,FALSE,FALSE,2023-10
336,51155,727790,429393,canapé,1,"Les nettoyeurs n'ont pas utilisé les produits de nettoyage appropriés, et ils ont abîmé le canapé.",terminée,2023-03-15,17:56,35,sec,petit,Aucun,moyen,Pontoise,FALSE,FALSE,2023-03
337,92857,978670,529584,canapé,1,Les nettoyeurs étaient en retard et ils ont annulé le rendez-vous deux fois,terminée,2023-11-15,13:06,40,à l'eau,petit,Aucun,léger,Riom,FALSE,FALSE,2023-11
338,90253,869397,997637,canapé,1,Les nettoyeurs étaient en retard de deux heures.,terminée,2023-01-16,20:21,55,à l'eau,moyen,Aucun,moyen,Périgueux,FALSE,FALSE,2023-01
339,82776,984310,138089,canapé,1,Les nettoyeurs étaient désagréables et impolis.,terminée,2023-11-26,21:21,30,sec,petit,Aucun,léger,67000 Strasbourg,FALSE,FALSE,2023-11
340,10486,324729,707168,canapé,1,Les nettoyeurs étaient désagréables et ils ont endommagé le canapé.,terminée,2023-05-11,19:43,60,à l'eau,moyen,Aucun,élevé,Aix-en-Provence,FALSE,FALSE,2023-05
355,68753,651167,238013,canapé,1,Le nettoyage du canapé avec cet appli n'était pas super. Yavai encor des saleté.,terminée,2023-02-02,21:28,50,sec,grand,Aucun,léger,75002 Paris,FALSE,FALSE,2023-02
356,42664,288977,963124,canapé,1,Le nettoyage de mon canapé était correct,terminée,2023-04-02,0:09,45,sec,moyen,Aucun,moyen,Rivesaltes,FALSE,FALSE,2023-04
364,84941,836026,836128,canapé,1,"Le canapé était toujours sale, même après que les nettoyeurs soient partis",terminée,2023-11-15,13:24,50,sec,moyen,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-11
367,37728,476819,949737,canapé,1,"Le canapé était propre à l'arrivée des nettoyeurs, mais ils ont réussi à le salir encore plus. Ils ont renversé du produit de nettoyage sur le sol, et ils ont laissé des traces de pieds sur le canapé. Je suis très mécontent",terminée,2023-09-21,22:49,30,sec,petit,Aucun,léger,Brest,FALSE,FALSE,2023-09
372,92079,105401,968244,canapé,1,L'appli de nettoyage de canapé a été décevante. Mon canapé étai encor sale après le nettoyage. Pas cool du tout!,terminée,2023-03-31,23:14,40,sec,petit,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-03
373,94489,276466,543104,canapé,1,Je vais demander un remboursement.,terminée,2023-08-17,2:00,40,sec,petit,Aucun,élevé,54000 Nancy,FALSE,FALSE,2023-08
377,69945,70861,60300,canapé,1,"Je suis très mécontent, je vais demander des dommages-intérêts",terminée,2023-09-14,7:13,45,sec,moyen,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-09
378,72231,887300,252694,canapé,1,"Je suis très en colère, les nettoyeurs ont fait pire que bien",terminée,2023-11-18,21:20,65,à l'eau,grand,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-11
379,96180,878827,707168,canapé,1,"Je suis très en colère, je vais demander un remboursement",terminée,2023-06-25,4:48,50,sec,grand,Aucun,léger,Saint-Avold,FALSE,FALSE,2023-06
380,61523,418578,246162,canapé,1,Je suis très déçu de ce service.,terminée,2023-08-13,3:48,60,à l'eau,moyen,Aucun,élevé,Angers,FALSE,FALSE,2023-08
381,12264,494684,51737,canapé,1,"Je suis très déçu de ce service, je ne le recommande pas à personne.",terminée,2023-09-07,20:14,40,à l'eau,petit,Aucun,léger,Saint-Avold,FALSE,FALSE,2023-09
399,17223,276466,312819,canapé,1,"Je pensais que cette appli serait géniale pour nettoyer mon canapé, mais j'ai été déçu. Le canapé était encore taché et l'odeur était toujours présente. Pas top du tout!",terminée,2023-11-23,16:53,30,sec,petit,Aucun,léger,Saint-Avold,FALSE,FALSE,2023-11
400,53406,102579,924897,canapé,1,Je ne recommanderais pas cette appli pour nettoyer un canapé. Ça n'a pas fait grand-chose pour les taches et la saleté. Pas satisfait du tout!,terminée,2023-04-16,18:36,50,à l'eau,petit,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-04
401,75076,946842,395435,canapé,1,Je ne recommande pas ce service à personne.,terminée,2023-03-13,18:09,50,sec,moyen,Aucun,élevé,Nevers,FALSE,FALSE,2023-03
402,40493,202781,394879,canapé,1,je ne recommande pas ce service à personne,terminée,2023-06-20,2:29,40,à l'eau,petit,Aucun,léger,Roanne,FALSE,FALSE,2023-06
411,35325,748834,871612,canapé,1,"J'ai utilisé cette app pour nettoyer mon canapé, mais ça n'a pas fonctionné du tout. Le canapé était toujours sale et les taches étaient toujours visibles. Pas cool!",terminée,2023-08-06,22:39,60,à l'eau,moyen,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-08
412,69817,555353,432840,canapé,1,"J'ai utilisé cette app pour nettoyer mon canapé, mais ça n'a pas été efficace du tout. Les taches étaient toujours là et le canapé sentait encore mauvais. Vraiment déçu!",terminée,2023-06-15,9:01,60,à l'eau,moyen,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-06
413,88806,96830,386869,canapé,1,J'ai utilisé cette app pour nettoyer mon canapé et c'était décevant. Le canapé était encore sale après le nettoyage. Frustrant!,terminée,2023-03-31,13:23,40,sec,petit,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-03
414,30506,831886,16342,canapé,1,"J'ai utilisé cette apli pour nettoyer mon canapé, mai il y avai encore des tache. Pas top.",terminée,2023-09-02,5:09,65,à l'eau,grand,Aucun,moyen,Périgueux,FALSE,FALSE,2023-09
416,34973,358687,872407,canapé,1,"J'ai téléchargé cette appli pour nettoyer mon canapé, mais ça a été une perte de temps. Le canapé était à peine différent. Vraiment déçu!",terminée,2023-04-23,6:13,60,à l'eau,grand,Aucun,léger,Caen,FALSE,FALSE,2023-04
417,10230,476819,820013,canapé,1,"J'ai téléchargé cette apli pour nettoyer mon canapé, mai ça n'a pa fonctioné. Les tach étai toujours la. Vraiment déçue!",terminée,2023-05-29,14:54,30,sec,petit,Aucun,léger,67000 Strasbourg,FALSE,FALSE,2023-05
421,32428,739346,813051,canapé,1,"J'ai eu de grandes attentes pour cette appli de nettoyage de canapé, mais ça a été une déception totale. Mon canapé était toujours crasseux et les taches étaient toujours présentes. Pas impressionné!",terminée,2023-09-03,20:30,40,à l'eau,petit,Aucun,léger,Cannes,FALSE,FALSE,2023-09
425,50992,522812,426947,canapé,1,"J'ai essayé cette appli pour nettoyer mon canapé, mais ça n'a pas marché comme prévu. Le canapé était encore poussiéreux et les taches étaient toujours là. Vraiment déçu!",terminée,2023-06-19,18:45,55,sec,grand,Aucun,moyen,Pau,FALSE,FALSE,2023-06
426,78544,748834,134823,canapé,1,"J'ai essayé cette appli pour nettoyer mon canapé, mais ça n'a pas bien marché. Mon canapé était toujours crasseux. Quel gâchis!",terminée,2023-07-03,9:02,60,sec,grand,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-07
428,29393,331284,309422,canapé,1,"J'ai éssayé cette apli pour nettoyer mon canapé, mai ça n'a pas bi1 marché. Il y avai toujour des tach.",terminée,2023-12-04,22:17,50,à l'eau,petit,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-12
429,73197,373196,259250,canapé,1,"J'ai commandé un nettoyage de canapé avec l'application, et j'ai été très déçu du résultat. Le canapé était toujours sale et tacheté, et les nettoyeurs n'ont pas pris le temps de le nettoyer correctement. Je ne recommande pas ce service à personne.",terminée,2023-04-02,19:37,70,à l'eau,grand,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-04
431,69861,281218,280749,canapé,1,Ils ont commencé à travailler sans même se présenter.,terminée,2023-12-14,10:47,50,à l'eau,moyen,Aucun,léger,Saint-Avold,FALSE,FALSE,2023-12
432,77562,514377,690543,canapé,1,Ils n'ont pas utilisé les produits de nettoyage appropriés.,terminée,2023-08-26,18:07,55,sec,grand,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-08
436,33189,739346,288385,canapé,1,es nettoyeurs ont laissé des traces de pieds sur le canapé.,terminée,2023-04-30,5:37,30,sec,petit,Aucun,léger,Saint-Avold,FALSE,FALSE,2023-04
439,69418,132177,257276,canapé,1,décevant,terminée,2023-11-18,21:46,45,à l'eau,petit,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-11
447,10171,836026,70826,canapé,1,Cette appli de nettoyage de canapé n'a pas fait un bon travail du tout. Mon canapé était toujours sale après le nettoyage. Quelle déception!,terminée,2023-02-23,20:51,45,sec,moyen,Aucun,moyen,Dieppe,FALSE,FALSE,2023-02
455,59558,818091,946346,canapé,1,Canapé toujours sale après le nettoyage.,terminée,2023-06-29,11:54,50,à l'eau,petit,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-06
456,47675,591563,414999,canapé,1,"Canapé sale et tacheté, même après le nettoyage",terminée,2023-04-13,23:01,65,à l'eau,grand,Aucun,moyen,Riom,FALSE,FALSE,2023-04
457,80290,84198,822571,canapé,1,Canapé endommagé par les nettoyeurs,terminée,2023-10-25,20:15,55,sec,grand,Aucun,moyen,Riom,FALSE,FALSE,2023-10
458,62098,105401,394653,canapé,1,canapé endommagé,terminée,2023-08-31,22:58,60,à l'eau,moyen,Aucun,élevé,Bordeaux,FALSE,FALSE,2023-08
459,67634,324729,378216,canapé,1,C'est un service médiocre et cher.,terminée,2023-02-10,1:17,60,à l'eau,grand,Aucun,léger,Rodez,FALSE,FALSE,2023-02
620,15911,237937,234381,canapé,1,N/A,terminée,2023-01-23,23:38,40,sec,petit,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-01
621,28225,476819,101497,canapé,1,N/A,terminée,2023-07-16,16:27,35,sec,petit,Aucun,moyen,La Grande-Motte,FALSE,FALSE,2023-07
622,50344,607664,943418,canapé,1,N/A,terminée,2023-04-04,14:46,50,à l'eau,petit,Aucun,élevé,Nancy,FALSE,FALSE,2023-04
623,85452,191748,659310,canapé,1,N/A,terminée,2023-06-21,18:50,60,sec,grand,Aucun,élevé,Rodez,FALSE,FALSE,2023-06
624,52166,21533,767290,canapé,1,N/A,terminée,2023-05-16,22:43,40,sec,petit,Aucun,élevé,Caen,FALSE,FALSE,2023-05
625,72729,99081,900331,canapé,1,N/A,terminée,2023-02-18,23:35,30,sec,petit,Aucun,léger,Saint-Avold,FALSE,FALSE,2023-02
626,30864,324729,546514,canapé,1,N/A,terminée,2023-10-13,22:20,35,sec,petit,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-10
627,68528,281218,795739,canapé,1,N/A,terminée,2023-04-10,20:58,60,à l'eau,grand,Aucun,léger,Romans-sur-Isère,FALSE,FALSE,2023-04
628,71883,917301,900540,canapé,1,N/A,terminée,2023-06-30,12:31,40,à l'eau,petit,Aucun,léger,Saint-Avold,FALSE,FALSE,2023-06
629,37046,607664,813051,canapé,1,N/A,terminée,2023-03-30,22:04,50,à l'eau,petit,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-03
630,45226,79823,453199,canapé,1,N/A,terminée,2023-09-09,14:00,60,à l'eau,moyen,Aucun,élevé,Besançon,FALSE,FALSE,2023-09
657,93397,96830,413014,auto,1,"Une perte de temps totale, l'application devrait revoir sérieusement la qualité de son service de nettoyage auto.",terminée,2023-01-22,8:28,65,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-01
661,63042,917301,196885,auto,1,"Un nettoyage correct, mais des détails ont été négligés. Quelques taches persistantes restent visibles.",terminée,2023-11-07,12:45,55,à l'eau,Aucun,Aucun,léger,Saint-Avold,TRUE,FALSE,2023-11
679,46049,640435,431606,auto,1,"Service déplorable, ma voiture est sortie plus sale qu'avant le nettoyage. Absolument inacceptable.",terminée,2023-11-19,3:34,55,à l'eau,Aucun,Aucun,léger,Saint-Avold,TRUE,FALSE,2023-11
686,34184,946842,527307,auto,1,Résultats décevants. Certaines parties de la voiture n'ont même pas été touchées par le nettoyage.,terminée,2023-08-21,16:06,75,sec,Aucun,Aucun,élevé,Nevers,TRUE,FALSE,2023-08
688,49151,549823,212468,auto,1,"Résultat moyen, mais loin d'être convaincant. Des traces d'eau partout et des vitres encore sales.",terminée,2023-10-15,22:11,75,à l'eau,Aucun,Aucun,moyen,Saint-Avold,FALSE,TRUE,2023-10
693,24308,70861,354004,auto,1,"Pas totalement convaincu. Des résidus de produits de nettoyage subsistent, rendant la voiture juste 'acceptable'.",terminée,2023-03-28,12:56,75,à l'eau,Aucun,Aucun,moyen,La Grande-Motte,FALSE,TRUE,2023-03
694,95971,818091,288680,auto,1,Pas impressionné. Les sièges arrière n'ont même pas été aspirés. Le service ne vaut pas le prix.,terminée,2023-08-09,14:22,65,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-08
696,52723,385598,634549,auto,1,Pas du tout impressionné. Des traces de saleté et des marques sont toujours visibles.,terminée,2023-06-18,10:08,75,sec,Aucun,Aucun,élevé,Saint-Avold,TRUE,FALSE,2023-06
697,50010,358687,565720,auto,1,Pas convaincu par le résultat. Des zones clés ont été ignorées lors du nettoyage.,terminée,2023-01-28,16:32,75,sec,Aucun,Aucun,moyen,Saint-Avold,FALSE,TRUE,2023-01
699,42859,640435,513938,auto,1,"Nul, le nettoyeur a clairement oublié certaines parties de ma voiture. Je demande un remboursement immédiat.",terminée,2023-07-18,14:03,65,sec,Aucun,Aucun,léger,Port-Saint-Louis-du-Rhône,FALSE,TRUE,2023-07
701,79486,373196,993160,auto,1,Nettoyage insatisfaisant. Les coins et recoins de ma voiture ont été complètement ignorés.,terminée,2023-05-14,8:26,75,à l'eau,Aucun,Aucun,moyen,Saint-Avold,FALSE,TRUE,2023-05
702,21704,514377,634501,auto,1,"Moyen, tout au plus. J'ai vu des résultats bien meilleurs avec des services traditionnels de lavage auto.",terminée,2023-09-06,18:11,65,à l'eau,Aucun,Aucun,léger,Saint-Avold,FALSE,TRUE,2023-09
703,62296,863961,438068,auto,1,"Moyen, mais avec des lacunes évidentes. Certaines parties de ma voiture n'ont pas été touchées.",terminée,2023-10-07,22:40,65,sec,Aucun,Aucun,léger,Saint-Avold,FALSE,TRUE,2023-10
706,99327,984310,901474,auto,1,"Moyen, au mieux. J'aurais pu faire un meilleur travail en lavant ma voiture moi-même.",terminée,2023-08-17,7:00,85,sec,Aucun,Aucun,moyen,Rumilly,TRUE,TRUE,2023-08
